original_text,augmented_text
"@TL_jp January 25 , 2015 at 01:19 AM http://t.co/QmEFdcJ013","[CLS] @ T ##L _ j ##p January 25 , 2015 at deserted : 10 AM http : / / www . co / Q ##m ##EF ##d ##c ##J ##01 ##3 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
@JOID_Aoi ah .. :( ntar may ditarok dipojok / ?,[CLS] @ J ##O ##ID _ A ##oi ah . . : ( n ##tar may di ##tar ##ok dip ##o ##jo ##k / ? [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"RT @MgaPinoyPatama : Buti pa ang 8888 , marunong magsorry at may explanation pa . Eh ikaw ? #MidnightHugot","[CLS] R ##T @ M ##ga ##P ##ino ##y ##bah ##ata ##ma . But ##i p ##a an ##g ##8 ##8 ##8 , ma ##run ##ong ma ##gs ##or ##ry at ##a ##a p ##a ##a da ##h i ##ka ##w ? # Midnight ##H ##ug ##ot [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
OSU should give us tomorrow off so we can all get buckeye wasted in celebration of the game . #amirite ?,"[CLS] OS ##U should give us tomorrow , so we we all get b ##uck ##eye ##d in celebration of the game . # ##sp ##iri ##te ? [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Photos : President Jonathan Visits Olu of Warri &amp; Pastor Ayo Oritsejafor : President Goodluck Jonathan on Friday ... http://t.co/wCaxcV7WMx,[CLS] Photo ##s : President Jonathan V ##isi ##ts O ##lu of War ##ri & am ##a ; Pastor A ##yo Or ##its ##ej ##af ##or : President Good ##luck Jonathan on Friday . . . http : / / t . co . w ##rl ##ax ##c ##V ##7 ##c ##M ##x [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
DNA YEAR AND SALE DI STORE KARAWACI SAMPAI TANGGAL 15 JAN 2015 DAN DNA PITSTOP SEKTOR 1 SAMPAI 25 JAN 2015 . For buy one get one free !,[CLS] DNA Y ##EA ##R AND SA ##LE D ##I ST ##OR ##E K ##AR ##A ##WA ##CI SA ##MP ##A ##I T ##AN ##G ##GA ##L 15 J ##AN 2015 D ##AN DNA K ##IT ##ST ##OP SE ##K YOU ##R 1 SA ##MP ##A ##I 25 J ##AN 2015 . For buy one get one free . [SEP] [PAD] [PAD] [PAD] [PAD]
RT @om : Jan Koum says @whatsapp now has 700 million messaging ! Cool https://t.co/sKcZuyUeUp,[CLS] R ##T . o ##m : Jan ##us ##um says that what ##sa ##pp now has 700 million mess ##aging ! Cool https : / / t . co / s ##K ##y ##Z ##u ##U ##e ##U ! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"#Marriott to reach 1M rooms in 2015 , but sees risk from concerns over terrorism - http://t.co/REVbmFHQFv #finance $MAR #travel","[CLS] # Mar ##riot ##t to reach 1 ##M rooms in 2015 , but sees risk and concerns over travel - http : ##lora / t . com / R ##E ##V ##F ##m ##F ##H ##Q ##F ##v # # $ MA ##R to travel [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
#Denver : Guster Live in Concert at Ogden Theatre - Jan 17 More Info : http://t.co/8K9cMMnPxP,[CLS] In Denver : Gus ##ter Live in Concert at Ogden Theatre - Jan 17 . In ##fo : http : / / www . co / ordained ##K - ##CU ##MM ##AS ##P ##ER . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Selamat Pagi happy friday Anak negeri .. Semangat pagi ini bersama @bratasaragih @aiy_guvee di #BERTENGGER,[CLS] Se ##lam ##at Pa ##gi happy f ##rida ##y Ana ##k ne ##ger ##i @ . Se ##man ##gat p ##agi in ##i be ##rsa ##m @ a ##mp ##ara ##be ##h @ a ##ga ##y _ g ##uve _ di # B ##ER ##TE ##NG ##GE ##R [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @VickiEngland74 : Seems a typical Saturday afternoon for the @1874Northwich boys . Training !! http://t.co/RxuG93jtMP,"[CLS] R ##T : Vic ##ki ##E ##ng ##land ##7 ##7 "" Seems a typical Saturday night for the @ the ##N ##ort ##h ##wich ##s . Training ! "" http : / / t . co / R ##x ##u ##G ##9 ##b ##j ##t . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"Going to be out for surgery until Wednesday , but I can't wait to see you all !","[CLS] Going to be out for surgery until Wednesday , but I can ' t wait to see you all ! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Thanks #Bengals #Patriots Clinch 1st Seed And Home Field For AFC #Playoffs #AFCGoesThroughGillette #PatsNation,[CLS] Thanks # Bengals # Patriots C ##lin ##ch 1st See ##d And Home Field # AFC # Play ##offs # AFC ##G ##oes ##T ##hr ##ough ##G ##ille ##s # Content ##s ##N ##ation [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
ahora llorame un mar ...,[CLS] ah ##ora ll ##ora ##me un ma ##r . . . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Curious to see who City buy in January . They need a striker desperately .,[CLS] C ##uri ##ous to see who City is in January . They need a job desperately . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
%20 DISCOUNT ON ALL GRADE DENTAL'S THIS FEBRUARY ! MAKE YOUR APPOINTMENT TODAY ! OUR SCHEDULE IS FILLING UP ... http://t.co/OT8YSZhfNK,[CLS] % 20 D ##IS ##CO ##UN ##T ON AL ##L G ##RA ##DE DE ##NT ##AL ' S T ##H ##IS F ##E ##O ##U ##L ##LE ! MA ##KE YOU ##R AP ##PO ##IN ##TM ##EN ##T TO ##DA ##Y ! O ##UR SC ##H ##ED ##U ##LE IS F ##EE ##L ##ING UP . . . http : / / [SEP]
"50% OFF - RESERVATION FEE ( until January 31 , 2015 ) Located at Brgy . Lantic , Carmona , Cavite Near Alabang and ... http://t.co/ixEvz5hVxI","[CLS] 50 % OF ##F . R ##EF ##ER ##MA ##TI ##ON J ##EE ( ache January 31 , 2015 ) Located at B ##rgy . La ##nti ##c , Po ##mona , C ##avi ##te Near Al ##aba ##ng and . C . com . / / t . co / i ##x ##E ##v ##z ##5 ##h ##x ##x ##I [SEP] [PAD]"
"@knbrmurph Don't forget the heinous bathroom brawl , too hot for 3rd qtr attendance , and my favorite - @JedYork famous tweet on the Jumbotron","[CLS] @ a ##b ##rm ##ur ##ph Don ' t forget the he ##gam ##us bathroom bra ##t , too , for 3rd s ##tr attendance , and my favorite - @ Jed ##Y ##or ##k ##k t ##weet on the Ju ##mbo ##tron [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Tomorrow I have class for 12 hours I hate Wednesdays so much #psillprobsaythiseveryweek,[CLS] Tomorrow I have class for 12 hours I hate Wednesday ##s so much # ps ##ill ##ib ##ro ##bs ##ay ##thi ##se Tennis ##y ##week [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Photo : GamePro #142 , July 2000 . A preview of Tekken Tag Tournament on the PS2 ! Follow OldGameMags on ... http://t.co/LSUGkhiyM8","[CLS] Photo : Game ##P ##ro # 142 , July 2000 . A preview of Te ##k ##ken Tag Tournament on the PS ##2 ! Follow Old ##G ##ame ##M ##ag ##s on . . . http : / / t . com / LSU ##psy ##kh ##utt ##y ##M ##8 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
I get paid tomorrow PARTY AT GOODWILL,[CLS] I get paid tomorrow PA ##RT ##Y ★ integrity ##OD ##WI ##LL [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@deanna_gussette algood :D . Goodluck for tomorrow,[CLS] @ ##s ##na _ g ##uss ##ette al ##good : D . Good ##luck for tomorrow [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"4th street "" @_MsGuxx : Uphuzani ? RT @Gucci_ReLoaded : That thing gives me chest pains hey "" MsGuxx : A guareezy would be lovely rn """"","[CLS] 4th street _ ! _ Ms ##G ##ux ##x : Up ##hu ##ck ##y ? R ##T _ G ##ucci _ Re ##L ##oa ##ded : That thing gives me chest "" hey "" Ms ##G ##ux ##x : A g ##ua ##ree ##zy would be lovely r ##n "" "" [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
I don't like to be stuck at home all day on a saturday,[CLS] I don ' t like to be stuck at home all day on a sat ##ur ##day [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
The Lip Sync Battle during the After Party is going to be epic Thursday night . Bring it on . http://t.co/mqSP0h1wob,[CLS] The Li ##p S ##ync Battle during the After Party is going to be epic Thursday night . Bring it on . http : / / t . co / m ##q ##SP ##0 ##h ##1 ##d ##b [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @JoshDevineDrums : Get to see @HollyFarnworth tomorrow ! Excited !!!!,[CLS] NO ##T @ Josh ##D ##ev nest ##D ##oc ##s : Want to see @ Holly ##F ##ar ##n ##worth tomorrow ! Ex ##cite ##d ! ! ! ! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Pantagraph : The overnight low Tuesday is expected to drop to -5 degrees with wind chill valu ... http://t.co/OOGIHhzVzt,[CLS] Pan ##tag ##rap ##h : The overnight low Tuesday is going to drop 4 - 5 degrees with wind - v ##al ##u . . . http : / / t . co / O ##O ##GI ##H ##h ##z ##V ##ee ##t [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Interesting that a 3rd Russian general "" committed suicide "" all within 8 months . Something strange is going on , maybe the pay wasn't good ...","[CLS] Interest ##ing that a 3rd Russian general "" committed suicide "" all within 8 months . Something else is going org ##y and the pay wasn ' t good . . . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
""" @Mackenzie_71 : Super Bowl Sunday ""","[CLS] - @ Mackenzie _ 71 "" Super Bowl Sunday "" [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"Watch Barrow - Boston United Live December 20 , 2014 http://t.co/ONjbJOGROS","[CLS] Watch Barrow ##s Boston United Live December 20 , 2014 http : / / t . co / ON ##j ##b ##J ##O ##O ##OS [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @harrygifsss : when u realize schools tomorrow and u haven't started ur hw http://t.co/gfLoPsz2BH,[CLS] @ u @ ha ##rry ##gi ##fs ##ss : when u realize schools tomorrow and u haven ' t started u ##r h ##w http : / / t . co / s ##f ##L ##o ##Ps ##z ##2 ##B ##H [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"@null http://t.co/3O3Z3xyNC0 December 25 , 2014 at 02:44 PM Ver . kvx7","[CLS] @ null ##kura : / / t . com / 3 ##O ##3 ##O ##3 ##xy ##NC ##0 December 25 , 2011 at 02 : 44 PM V ##er . p ##v ##x ##7 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"On January 22nd , from 11- 1.30 , TVPS will be offering free 60 second HIV Testing . This is a really important habit ... http://t.co/GXg82y7Hw4","[CLS] The wooded 22nd , from 11 - 1 . 30 , TV ##PS will be offering free 60 second HIV Testing . This is a really important habit . . . http : / / t . co / G ##X ##g ##8 ##2 ##y ##7 ##H sister numerical [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"Found this cool photo , not mine Love this guy more than words can describe !! ( : decorating the fire truck Friday ... http://t.co/Ov8l77dsFI","[CLS] Found a cool photo , not mine Love this guy more than words can express ! ! ( : de ##cor ##ating the fire truck Friday . . . http : / / t . co . O ##v ##8 ##7 ##7 ##7 ##ds . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"Conditioning plan all made up for tomorrow , final touches have been made !! #softballready","[CLS] Con ##dition ##ing was all made up for tomorrow , final touches have been made ! ! # softball ##read ##y [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Sat Jan 10 2015 12:46 : 39 GMT+0000 ( UTC ),[CLS] Sa ##t Jan 10 2015 12 : 46 : 39 GM ##T + 000 ##0 ( UTC ) [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
